,Acceptance,Annual meeting,Asking price,Asking price per m²,Balcony/roof garden,Bathroom facilities,Building insurance,Building type,CH boiler,Energy label,Exterior space attached to the building,Facilities,Heating,Hot water,Insulation,Listed since,Living area,Located at,Location,Maintenance plan,Number of bath rooms,Number of rooms,Number of stories,Periodic contribution,Registration with KvK,Reserve fund present,Specific,Status,Type apartment,Type of parking facilities,Volume in cubic meters,Year of construction,url,Back garden,Garden,Garden location,Kind of house,Other space inside the building,Type of garage,External storage space,Provisional energy label,Shed / storage,VVE (Owners Association) contribution,Type of roof,Quality marks,Capacity,Accessibility,Plot size,Construction period,,1 bathroom and 2 separate toilets,1 car,172 m²,2 weeks,2002,24 m²,3 stories,6 rooms (5 bedrooms),649 m²,903 m³,Available,Available in consultation,B What does this mean?,Bath and shower,Completely insulated,Detached brick garage,Detached wooden storage,District heating,Electricity,In residential district,Parking on private property and public parking,Resale property,Skylight and mechanical ventilation,Surrounded by garden,"Villa, detached residential property",Original asking price,174 m²,1924,2 bathrooms and 1 separate toilet,2 stories,21 m²,4 m²,650 m³,7 rooms (3 bedrooms),797 m²,"Alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view",Balcony present,"Bath, shower and toilet",Bouwkundige keuring,CH boiler and fireplace,G What does this mean?,Gable roof covered with cane,"March 9, 2022","Nefit (gas-fired combination boiler from 2009, in ownership)",Partly double glazed,Protected townscape or village view (permit needed for alterations),Public parking,Sun terrace,"116 m² (7,06 meter deep and 16,37 meter broad)",153 m²,16 m²,2009,350 m²,609 m³,A What does this mean?,Alongside a quiet road and in residential district,Attached brick garage and carport,"Back garden, front garden and side garden","Bath, 2 showers and 2 toilets","Combin air (gas-fired combination boiler from 2009, in ownership)","Desirable residence/villa, double house",Energie Prestatie Advies,Gable roof covered with roof tiles,Located at the northeast accessible via the rear,"March 2, 2022","Skylight, mechanical ventilation, passive ventilation system and TV via cable","1,441 m³",2 cars,2 stories and a basement,"2,055 m²",2008,339 m²,Attached brick garage and parking place,"Bath, shower and 2 toilets","CH boiler, fireplace and complete floor heating","Combi (gas-fired combination boiler from 2008, in ownership)",Combination roof,Disabled access friendly and accessible for seniors,"Electrical door, loft, electricity, heating and running water",Freestanding location and unobstructed surrounding view,"March 10, 2022",Parking on private property,Partly furnished with carpets and curtains,"Roof insulation, double glazing, insulated walls and floor insulation","Skylight, mechanical ventilation, flue and TV via cable",Service charges,1 bathroom and 1 separate toilet,"102 m² (10,7 meter deep and 9,5 meter broad)",132 m²,1995,266 m²,424 m³,5 rooms (4 bedrooms),8 m²,"Atag (gas-fired combination boiler from 2013, in ownership)",Double glazing and energy efficient window,Flat roof,Located at the southeast accessible via the rear,Mechanical ventilation,No insulation,"Single-family home, corner house",Auction period,Price,"1,390 m²",1986,2 bathrooms and 2 separate toilets,2 months,205 m²,3 cars,3 m²,793 m³,83 m²,9 m²,Accessible for seniors,"Alarm installation, skylight and swimming pool","Alongside a quiet road, in residential district and freestanding location",Built-in,C What does this mean?,CH boiler and electrical boiler,"CH boiler, gas heater and partial floor heating",Combination roof covered with roof tiles,Double glazing,Double occupancy possible,"Electrical door, loft, electricity and running water","Nefit ecomline excellent (gas-fired combination boiler from 2003, in ownership)","Parking on gated property, parking on private property and public parking",Roof insulation,"Steam cabin, shower and toilet",Under offer,"1,612 m³",11 m²,12 m²,18 m²,1898,2 bathrooms,3 stories and a basement,379 m²,7 rooms (4 bedrooms),970 m²,"Alongside busy road, in center, in residential district and unobstructed surrounding view","Carport, parking place and detached brick garage","Gas-fired combination boiler, in ownership",Listed building (national monument),"€ 1,300,000 kosten koper",13 m²,1966,2 bathrooms and 4 separate toilets,23 m²,249 m²,4 stories,"63 m² (9,55 meter deep and 6,6 meter broad)",840 m³,9 rooms (7 bedrooms),983 m²,"Alongside a quiet road, in center, in residential district and freestanding location",Back garden and front garden,Bath and 2 showers,Detached brick storage,Electricity and running water,Gable roof covered with asphalt roofing,Located at the southwest accessible via the rear,"March 7, 2022",Public parking and parking garage,"Remeha CW5 (gas-fired combination boiler from 2021, in ownership)","Single-family home, row house","Skylight, passive ventilation system, flue, sliding door and TV via cable",Patio/atrium,Front garden,169 m² (13 meter deep and 13 meter broad),195 m²,2021,3 months,430 m²,570 m³,7 rooms (5 bedrooms),Attached brick garage,Available immediately,"Back garden, surrounded by garden, front garden and side garden",Geothermal heating,Heat pump,Located at the northwest,Woningborg garantiecertificaat,180 m²,1952,400 m³,6 cars,6 rooms (4 bedrooms),963 m²,"Alongside a quiet road, alongside water and in residential district",Attached wooden garage,Electrical door and electricity,F What does this mean?,"Intergas (gas-fired combination boiler from 2017, in ownership)",Shower and toilet,"Single-family home, detached residential property",184 m²,26 m²,452 m²,685 m³,"Alongside park, alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",CH boiler and district heating,"Electrical door, loft and electricity",Gable roof,"March 8, 2022",Mechanical ventilation and TV via cable,Deposit,Rental agreement,Rental price,2018,27 m²,3 stories and a loft,4 weeks,479 m²,752 m³,Bath and toilet,Electricity and heating,Mechanical ventilation and solar panels,Sold under reservation,156 m²,2 m²,334 m²,"46 m² (8,7 meter deep and 5,3 meter broad)",5 m²,605 m³,CH boiler and heat recovery unit,Flat roof covered with asphalt roofing,"Gas-fired combination boiler from 2018, in ownership","March 12, 2022",Paid parking and parking on gated property,Triple glazed and completely insulated,182 m²,"182 m² (20 meter deep and 6,31 meter broad)",1955,30 m²,413 m²,730 m³,"Air conditioning, outdoor awning, mechanical ventilation, passive ventilation system, rolldown shutters, flue, TV via cable and solar panels",Attached brick garage and built-in,"Back garden, front garden and sun terrace","CH boiler, fireplace and partial floor heating","Desirable residence/villa, semi-detached residential property",Electrical boiler,"Electrical door, electricity and running water",Gable roof covered with asphalt roofing and roof tiles,"HR gaswand combi ketel (gas-fired combination boiler from 2006, in ownership)","On the edge of a forest, alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view","1,060 m³",2 separate toilets,242 m²,31 m²,600 m²,9 rooms (8 bedrooms),"Balanced ventilation system, TV via cable and solar panels",Combination roof covered with asphalt roofing and roof tiles,"Complete floor heating, heat recovery unit and heat pump",Not available,15 m²,1960,2 stories and a loft,221 m²,41 m²,670 m²,803 m³,CH boiler and partial floor heating,"Nefit (gas-fired combination boiler from 2008, in ownership)","On the edge of a forest, alongside park, alongside a quiet road and In wooded surroundings",Parking place and detached brick garage,"Roof insulation, double glazing and insulated walls",Surrounded by garden and sun terrace,"1,185 m²","1,535 m³",2 stories and a attic,2006,340 m²,6+ months,71 m²,"Air conditioning, alarm installation and mechanical ventilation",CH boiler and gas-fired boiler,Double glazing and completely insulated,"Electrical door, electricity, heating and running water","Excellent Ecoline (2006, in ownership)",Gable roof covered with slate,"Sheltered location, in residential district and unobstructed surrounding view",Side garden,Purchase combination,1 badkamer en 1 apart toilet,2 woonlagen,242 m³,3 kamers (2 slaapkamers),69 m²,"Aan rustige weg, aan water, in centrum en vrij uitzicht",Aangeboden sinds,Begane grond,Bijdrage VvE,Bouwjaar,Cv-ketel,Douche,E Wat betekent dit?,Gebruiksoppervlakten,Gedeeltelijk dubbel glas,"Intergas Kombi Kompakt HRE 28/24 (gas gestookt combiketel uit 2015, eigendom)",Ja,"Ja (€ 119,00 per maand)",Kadastrale kaart,Laatste vraagprijs,Looptijd,Nee,Parkeervergunningen,Soort appartement,Soort bouw,Soort dak,TV kabel,Verkoopdatum,Volle eigendom,Vraagprijs per m²,1969,200 m²,38 m²,5 weeks,575 m²,792 m³,"Alongside park, alongside water and outside the built-up area",Bath,D What does this mean?,"Loft, electricity, heating and running water",First rental price
996,Available in consultation,,"€ 475,000 kosten koper","€ 6,419",,,,New property,,Not required,,,,,,6+ months,74 m²,,,,,2 rooms (1 bedroom),1 story,,,,Listed building (national monument),Sold under reservation,Mezzanine,,229 m³,1875,https://www.funda.nl/en/koop/den-haag/appartement-42454019-oranjestraat-6-d/?navigateSource=resultlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Available in consultation,No,"€ 399,500 kosten koper","€ 3,879",,,Yes,Resale property,"Gas-fired combination boiler from 2013, in ownership",D What does this mean?,,,CH boiler,CH boiler,Double glazing and energy efficient window,"March 8, 2022",103 m²,Ground floor,Alongside busy road,No,1 separate toilet,4 rooms (3 bedrooms),1 story,Yes,Yes,No,,Available,Ground-floor apartment (apartment),"Paid parking, public parking and resident's parking permits",425 m³,1927,https://www.funda.nl/en/koop/den-haag/appartement-88087241-loosduinsekade-30/?navigateSource=resultlist,,,,,,,,,,,,Energie Prestatie Advies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Available in consultation,Yes,"€ 180,000 kosten koper","€ 2,903",Balcony present,Toilet,Yes,Resale property,,G 3.25 What does this mean?,12 m²,"Outdoor awning, elevator and sliding door",Communal central heating,Central facility,Double glazing,7 weeks,62 m²,8th floor,"Alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view",Yes,1 bathroom and 1 separate toilet,2 rooms (1 bedroom),1 story,Yes (€ 668.00 per month),Yes,Yes,,Available,Upstairs apartment (service apartment),Paid parking and resident's parking permits,219 m³,1971,https://www.funda.nl/en/koop/den-haag/appartement-42685230-cees-laseurlaan-1065/?navigateSource=resultlist,,,,,,,7 m²,,Built-in,€ 668.00 per month,Flat roof,,,Disabled access friendly and accessible for seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Available in consultation,,"€ 821,000 vrij op naam","€ 7,202",Balcony present,,,New property,,,,"Outdoor awning, mechanical ventilation and TV via cable",Complete floor heating,Central facility,Completely insulated,6 weeks,114 m²,1st floor,In residential district,,,4 rooms (3 bedrooms),1 story,,,,,Under option,Apartment with shared street entrance (apartment),Parking on private property,296 m³,2022,https://www.funda.nl/en/koop/den-haag/appartement-88050736-c1-bouwnr-11/?navigateSource=resultlist,,,,,,Parking place,,A What does this mean?,,,,SWK garantiecertificaat and woningborg garantiecertificaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Available immediately,No,"€ 649,000 kosten koper","€ 4,476",Balcony present,Bath and shower,No,Resale property,"Gas-fired combination boiler from 2021, in ownership",B What does this mean?,12 m²,"Skylight, mechanical ventilation and TV via cable",CH boiler,CH boiler,Completely insulated,3 weeks,145 m²,1st floor,In center and in residential district,No,1 bathroom and 2 separate toilets,7 rooms (5 bedrooms),2 stories,No,Yes,No,With carpets and curtains,Sold under reservation,Upstairs apartment (double upstairs apartment),Paid parking and resident's parking permits,525 m³,1909,https://www.funda.nl/en/koop/den-haag/appartement-88070999-valkenboslaan-170-a/?navigateSource=toppositie,,,,,,,,,,,Flat roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Available in consultation,,"€ 599,000 kosten koper","€ 7,305",Roof terrace present,"Bath, shower and toilet",,Resale property,"Combination boiler from 2007, in ownership",F What does this mean?,29 m²,Electricity and running water,CH boiler,CH boiler,Partly double glazed,3 weeks,82 m²,,Alongside busy road,,1 bathroom and 1 separate toilet,4 rooms (2 bedrooms),3 stories,,,,Protected townscape or village view (permit needed for alterations),Available,,"Paid parking, parking on private property and public parking",491 m³,1922,https://www.funda.nl/en/koop/den-haag/huis-88070675-prinsegracht-138/?navigateSource=resultlist,,,,"Property alongside canal, semi-detached residential property",55 m²,Built-in,,,,,Flat roof covered with asphalt roofing,Energie Prestatie Advies,2 cars,,61 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Available in consultation,,"€ 450,000 kosten koper","€ 2,885",French balcony present,Shower and toilet,,Resale property,,B 1.28 What does this mean?,,Electricity,District heating,District heating,Completely insulated,6 weeks,156 m²,,"Alongside a quiet road, in residential district and unobstructed surrounding view",,1 bathroom and 1 separate toilet,6 rooms (4 bedrooms),3 stories,,,,,Sold under reservation,,Public parking,543 m³,2000,https://www.funda.nl/en/koop/den-haag/huis-42683925-ballangeelaan-90/?navigateSource=resultlist,"60 m² (11,3 meter deep and 5,3 meter broad)",Back garden and front garden,Located at the southeast accessible via the rear,"Single-family home, row house",,,8 m²,,Detached wooden storage,,,,,,147 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Available in consultation,Yes,"€ 399,000 kosten koper","€ 5,466",,,Yes,Resale property,"Gas-fired combination boiler from 2019, in ownership",A What does this mean?,2 m²,Mechanical ventilation,CH boiler,,Completely insulated,"March 11, 2022",73 m²,,In residential district,Yes,,3 rooms (2 bedrooms),1 story,Yes (€ 69.08 per month),Yes,Yes,,Available,Mezzanine (apartment),"Paid parking, public parking and resident's parking permits",271 m³,,https://www.funda.nl/en/koop/den-haag/appartement-88093053-2e-schuytstraat-105/?navigateSource=resultlist,,,,,1 m²,,,,,€ 69.08 per month,,,,,,1906-1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Available in consultation,Yes,"€ 290,000 kosten koper","€ 3,372",Balcony present,Shower,Yes,Resale property,,E What does this mean?,4 m²,TV via cable,Gas heaters,Gas water heater (rental),Partly double glazed,3 weeks,86 m²,2nd floor,Alongside a quiet road and in residential district,No,1 bathroom and 1 separate toilet,4 rooms (3 bedrooms),1 story,Yes (€ 100.00 per month),Yes,Yes,,Under offer,Residential property with shared street entrance (apartment with open entrance to street),"Paid parking, public parking and resident's parking permits",293 m³,1926,https://www.funda.nl/en/koop/den-haag/appartement-42602818-stuyvesantstraat-148/?navigateSource=resultlist,,,,,,,1 m²,,,€ 100.00 per month,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Available in consultation,,"€ 235,000 vrij op naam","€ 3,672",,,,Resale property,"Intergas (gas-fired combination boiler from 2004, in ownership)",Not available,26 m²,Passive ventilation system,CH boiler,CH boiler,Double glazing,6+ months,64 m²,,On navigable waterway,,,3 rooms (2 bedrooms),1 story,,,,,Available,,,225 m³,1965,https://www.funda.nl/en/koop/den-haag/huis-88894287-veenendaalkade-599/?navigateSource=resultlist,,,,"Houseboat, detached residential property",,,,,,,Flat roof,,,,64 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 235 vrij op naam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Available in consultation,Yes,"€ 549,000 kosten koper","€ 5,436",Balcony present,Bath and shower,Yes,Resale property,"Intergas HRE Kombi Kompact (gas-fired combination boiler from 2015, in ownership)",C 1.11 What does this mean?,12 m²,Mechanical ventilation,CH boiler,CH boiler,Double glazing,7 weeks,101 m²,1st floor,Alongside a quiet road and in residential district,Yes,1 bathroom and 1 separate toilet,4 rooms (2 bedrooms),2 stories,Yes (€ 100.00 per month),Yes,Yes,Protected townscape or village view (permit needed for alterations),Sold under reservation,Upstairs apartment (apartment),"Paid parking, public parking and resident's parking permits",380 m³,1912,https://www.funda.nl/en/koop/den-haag/appartement-42689802-sumatrastraat-10/?navigateSource=resultlist,,,,,,,,,,€ 100.00 per month,Gable roof covered with roof tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Available in consultation,,"€ 600,000 kosten koper","€ 4,348",Balcony present,"Bath, shower and toilet",,Resale property,"Gas-fired combination boiler, in ownership",B What does this mean?,8 m²,Electricity,CH boiler,CH boiler,Energy efficient window and completely insulated,6 weeks,138 m²,,"Alongside park, alongside a quiet road, in center and in residential district",,2 bathrooms and 1 separate toilet,6 rooms (4 bedrooms),4 stories,,,,,Sold under reservation,,"Paid parking, parking garage and resident's parking permits",477 m³,1999,https://www.funda.nl/en/koop/den-haag/huis-42696043-huijgenspark-29-a/?navigateSource=resultlist,"28 m² (5,6 meter deep and 5 meter broad)",Back garden,Located at the northeast accessible via the rear,"Desirable residence/villa, row house",8 m²,Underground parking and parking place,13 m²,,Built-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 164 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Available in consultation,,"€ 500,000 kosten koper","€ 3,012",,,,Resale property,,A What does this mean?,3 m²,TV via cable,District heating,District heating,Completely insulated,3 months,166 m²,,Alongside a quiet road and freestanding location,,,7 rooms (4 bedrooms),4 stories,,,,,Sold under reservation,,Public parking,575 m³,2001,https://www.funda.nl/en/koop/den-haag/huis-88901659-nootdorpse-landingslaan-246/?navigateSource=resultlist,"82 m² (15,5 meter deep and 5,3 meter broad)",Back garden and front garden,Located at the northwest accessible via the rear,"Single-family home, row house",,,6 m²,,Detached wooden storage,,,Energie Prestatie Advies,,,164 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Available immediately,No,"€ 390,000 kosten koper","€ 3,514",,,No,Resale property,,,,,,,,2 weeks,111 m²,Ground floor,Alongside a quiet road,No,,4 rooms (3 bedrooms),1 story,No,No,No,,Available,Ground-floor apartment,,300 m³,2000,https://www.funda.nl/en/koop/den-haag/appartement-88075195-honthorststraat-3-d/?navigateSource=resultlist,,,,,,,,B What does this mean?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 180 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Available in consultation,,"€ 525,000 kosten koper","€ 3,523",Balcony present,Bath and toilet,,Resale property,"Gas-fired combination boiler, in ownership",C What does this mean?,28 m²,TV via cable,CH boiler,CH boiler,Double glazing,3 months,149 m²,,"Alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view",,1 bathroom and 1 separate toilet,5 rooms (4 bedrooms),3 stories,,,,,Available,,,485 m³,,https://www.funda.nl/en/koop/den-haag/huis-42656375-aaltje-noordewierstraat-168/?navigateSource=resultlist,45 m² (9 meter deep and 5 meter broad),Back garden and front garden,Located at the southwest,"Single-family home, semi-detached residential property",,Parking place,4 m²,,Detached wooden storage,,Flat roof covered with asphalt roofing,,,,129 m²,1971-1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
